Datasource:,https://walmart-open-data-walmarttech.opendata.arcgis.com/maps/walmarttech::walmart-store-status-web-map/about,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OID_,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
20009,"YOUNGSTOWN, OH",3860,WM Supercenter,Retail,1,200 GOLDIE RD,YOUNGSTOWN,UNION,OH,44505-1948,2,Open,,Y,Y,3860,No,Available,No,Available
20010,"GILBERT (POWER), AZ",3861,WM Supercenter,Retail,1,5290 S POWER RD,GILBERT,MARICOPA,AZ,85295-8478,2,Open,,Y,Y,3861,No,,No,Available
20011,"HOLLY HILL (FLOMICH), FL",3862,Neighborhood Market,Retail,1,1905 N NOVA RD,HOLLY HILL (FLOMICH),VOLUSIA,FL,32117-1421,2,Open,,Y,Y,3862,No,,No,Available
20013,"JACKSONVILLE (S), NC",3864,WM Supercenter,Retail,1,561 YOPP RD,JACKSONVILLE,ONSLOW,NC,28540-3591,2,Open,,Y,Y,3864,No,Available,No,Available
20016,"WESTMINSTER(I25/136), CO",3867,WM Supercenter,Retail,1,200 W 136TH AVE,WESTMINSTER,ADAMS,CO,80234-1204,2,Open,,Y,Y,3867,No,Available,No,Available
20017,"SHREVEPORT, LA",3868,WM Supercenter,Retail,1,1125 SHREVEPORT BARKSDALE HWY,SHREVEPORT,CADDO,LA,71105-2404,2,Open,,Y,Y,3868,No,Available,No,Available
20018,"RICHMOND, VA",3869,WM Supercenter,Retail,1,1504 N PARHAM RD,RICHMOND,HENRICO,VA,23229-4621,2,Open,,Y,Y,3869,No,,No,
20019,CHANDLER OK,387,WM Supercenter,Retail,1,3100 E 1ST ST,CHANDLER,LINCOLN,OK,74834-9585,5,Open,,Y,Y,387,Yes,Available,Yes,Available
20020,"ARLINGTON, TX",3870,Neighborhood Market,Retail,1,5401 PARK SPRINGS BLVD,ARLINGTON,TARRANT,TX,76017-3418,2,Open,,Y,Y,3870,No,,No,Not Available
20022,"RAPID CITY (S), SD",3872,WM Supercenter,Retail,1,100 STUMER RD,RAPID CITY,PENNINGTON,SD,57701-6417,2,Open,,Y,Y,3872,No,,No,Available
20024,"DAWSONVILLE, GA",3874,WM Supercenter,Retail,1,98 POWER CENTER DR,DAWSONVILLE,DAWSON,GA,30534-9431,2,Open,,Y,Y,3874,No,,No,Available
20025,"WAHPETON, ND",3875,WM Supercenter,Retail,1,1625 COMMERCE DR,WAHPETON,RICHLAND,ND,58075-3168,2,Open,,Y,Y,3875,No,,No,
20026,"MUSKEGON (W), MI",3876,WM Supercenter,Retail,1,3285 HENRY ST,MUSKEGON,MUSKEGON,MI,49441-4019,2,Open,,Y,Y,3876,No,,No,
20027,"GAINSVILLE (WALDO), FL",3877,WM Supercenter,Retail,1,1800 NE 12TH AVE,GAINESVILLE,ALACHUA,FL,32641-4610,2,Open,,Y,Y,3877,No,Available,No,
20030,FT SMITH AR,388,WM Supercenter,Retail,1,2100 NO. 62ND ST.,FORT SMITH,SEBASTIAN,AR,72904-5163,5,Open,,Y,Y,388,No,Available,Yes,Available
20031,ASHLAND CHARTER HILL VA,3880,Neighborhood Market,Retail,1,9714 SLIDING HILL RD,ASHLAND,HANOVER,VA,23005-0000,2,Open,,Y,Y,3880,No,Available,Yes,Available
20034,"KAPOLEI, HI",3883,Wal-Mart,Retail,1,91-600 FARRINGTON HWY,KAPOLEI,HONOLULU,HI,96707-4511,2,Open,,Y,Y,3883,,,,
20035,"TUCSON, AZ",3884,WM Supercenter,Retail,1,3435 EAST BROADWAY BLVD,TUCSON,PIMA,AZ,85716-0000,2,Open,,Y,Y,3884,No,Available,No,Available
20036,RICHMOND AZALEA VA,3885,Neighborhood Market,Retail,1,5221 BROOK ROAD,RICHMOND,HENRICO,VA,23227-0000,2,Open,,Y,Y,3885,No,,No,Available
20037,"EDINBURG (S), TX",3886,WM Supercenter,Retail,1,4101 S MCCOLL RD,EDINBURG,HIDALGO,TX,78539-8387,2,Open,,Y,Y,3886,No,Available,No,Available
20038,"AVON PARK, FL",3887,WM Supercenter,Retail,1,1041 US HIGHWAY 27 N,AVON PARK,HIGHLANDS,FL,33825-2504,2,Open,,Y,Y,3887,No,Available,No,Available
20039,"SAN ANTONIO (SW1604), TX",3888,WM Supercenter,Retail,1,11210 POTRANCO RD,SAN ANTONIO,BEXAR,TX,78253-5844,2,Open,,Y,Y,3888,No,Not Available,Yes,Not Available
20040,"APEX, NC",3889,WM Supercenter,Retail,1,3151 APEX PEAKWAY,APEX,WAKE,NC,27502-5709,2,Open,,Y,Y,3889,No,Available,No,Available
20041,EDMOND OK,389,WM Supercenter,Retail,1,1225 W I-35 FRONTAGE,EDMOND,OKLAHOMA,OK,73034-7394,5,Open,,Y,Y,389,No,Available,Yes,Available
20043,"WAUKEGAN, IL",3891,WM Supercenter,Retail,1,3900 FOUNTAIN SQUARE PL,WAUKEGAN,LAKE,IL,60085-6708,2,Open,,Y,Y,3891,No,Available,No,Available
20045,"ZION, IL",3893,WM Supercenter,Retail,1,4000 ROUTE #173,ZION,LAKE,IL,60099-5107,2,Open,,Y,Y,3893,No,Available,No,Available
20046,"LEXINGTON (E), KY",3894,WM Supercenter,Retail,1,2350 GREY LAG WAY ROAD,LEXINGTON,FAYETTE,KY,40509-2477,2,Open,,Y,Y,3894,No,Available,Yes,Available
20048,"PEORIA (LAKE PLESNT), AZ",3896,WM Supercenter,Retail,1,21655 N LAKE PLEASANT PKWY,PEORIA,MARICOPA,AZ,85382-7436,2,Open,,Y,Y,3896,No,Available,No,Available
20049,"TWIN FALLS (N), ID",3897,WM Supercenter,Retail,1,252 CHENEY DR W,TWIN FALLS,TWIN FALLS,ID,83301-3721,2,Open,,Y,Y,3897,No,,Yes,Available
20051,CHARLESTON BRIDGETOWN SC,3899,Neighborhood Market,Retail,1,215 ST JAMES AVENUE,GOOSE CREEK,BERKELEY,SC,29445-0000,2,Open,,Y,Y,3899,No,,No,Available
20052,FORT SCOTT KS,39,WM Supercenter,Retail,1,2500 S MAIN ST,FORT SCOTT,BOURBON,KS,66701-8724,5,Open,,Y,Y,39,No,,No,Available
20053,WAVERLY TN,390,WM Supercenter,Retail,1,275 WALTON DR,WAVERLY,HUMPHREYS,TN,37185-3382,5,Open,,Y,Y,390,No,Available,Yes,Available
20060,TUPELO MS,391,WM Supercenter,Retail,1,2270 W MAIN ST,TUPELO,LEE,MS,38801-3144,5,Open,,Y,Y,391,No,Not Available,Yes,Not Available
20061,LEDGEWOOD MARY LOUISE NJ,3912,WM Supercenter,Retail,1,461 RT 10 SUITE A100,LEDGEWOOD,MORRIS,NJ,07852-0000,1,Open,,Y,Y,3912,,,,
20062,"BLUE SPRINGS, MS",3913,RX Stand Alone,Retail,1,1200 MAGNOLIA WAY,BLUE SPRINGS,UNION,MS,38828-6000,2,Open,,Y,Y,3913,No,,No,
20064,WEATHERFORD OK,392,WM Supercenter,Retail,1,1349 E EAGLE RD,WEATHERFORD,CUSTER,OK,73096-9208,5,Open,,Y,Y,392,No,Available,Yes,Available
20065,BELMONT / RACINE RAD,3926,WM ONLINE PICKUP/DELIVERY,Retail,1,1200 W BELMONT AVENUE,CHICAGO,COOK,IL,60657-3207,1,Open,,,,3926,,,,
20067,JACKSON TN/BEMIS,393,WM Supercenter,Retail,1,2171 S HIGHLAND AVE,JACKSON,MADISON,TN,38301-7739,5,Open,,Y,Y,393,No,,Yes,Available
20070,MIAMI FL,3935,Neighborhood Market,Retail,1,14325 SW 268TH,MIAMI,MIAMI-DADE,FL,33032-0000,2,Open,,Y,Y,3935,No,,No,Available
20073,MOULTON AL,394,WM Supercenter,Retail,1,15445 HIGHWAY 24,MOULTON,LAWRENCE,AL,35650-6602,5,Open,,Y,Y,394,No,,No,Available
20076,CHULA VISTA CA,3947,WM Supercenter,Retail,1,875 E. H ST.,CHULA VISTA,SAN DIEGO,CA,91910,2,Open,,Y,Y,3947,No,Available,No,Available
20077,MISSION TX,395,WM Supercenter,Retail,1,2410 E EXPRESSWAY 83,MISSION,HIDALGO,TX,78572-8101,5,Open,,Y,Y,395,No,,Yes,
20083,KNOXVILLE TN,3959,Neighborhood Market,Retail,1,3120 MCKAMEY ROAD,KNOXVILLE,KNOX,TN,37921-0000,2,Open,,Y,Y,3959,No,,No,Not Available
20084,ANDERSON SC,396,WM Supercenter,Retail,1,3812 LIBERTY HWY,ANDERSON,ANDERSON,SC,29621-1344,5,Open,,Y,Y,396,No,,No,Available
20091,"MCALLEN, TX",397,WM Supercenter,Retail,1,1200 E JACKSON AVE,MCALLEN,HIDALGO,TX,78503-1605,5,Open,,Y,Y,397,No,Available,Yes,Available
20096,LONGVIEW TX,398,WM Supercenter,Retail,1,515 E LOOP 281,LONGVIEW,GREGG,TX,75605-5001,5,Open,,Y,Y,398,No,Available,No,Available
20100,SPANISH FORK UT,3988,Neighborhood Market,Retail,1,898 S 2550 E,SPANISH FORK,UTAH,UT,84660-0000,2,Open,,Y,Y,3988,No,,No,Available
20102,LONGVIEW TX,399,WM Supercenter,Retail,1,2440 GILMER RD,LONGVIEW,GREGG,TX,75604-2134,5,Open,,Y,Y,399,No,Available,No,Available
20103,MERIDIAN E MS,3990,Neighborhood Market,Retail,1,3310-A HIGHWAY 39 NORTH,MERIDIAN,LAUDERDALE,MS,39301-0000,2,Open,,Y,Y,3990,No,,No,Available
20108,SILOAM SPRINGS AR,4,WM Supercenter,Retail,1,2901 HIGHWAY 412 E,SILOAM SPRINGS,BENTON,AR,72761-8673,5,Open,,Y,Y,4,No,,No,Available
20109,MOBERLY MO,40,WM Supercenter,Retail,1,1301 E HIGHWAY 24,MOBERLY,RANDOLPH,MO,65270-3683,5,Open,,Y,Y,40,No,,No,
20110,CONROE TX,400,WM Supercenter,Retail,1,1407 N LOOP 336 W,CONROE,MONTGOMERY,TX,77304-3503,5,Open,,Y,Y,400,Yes,Available,Yes,Available
20119,PLAQUEMINE LA,401,WM Supercenter,Retail,1,59690 BELLEVIEW DR,PLAQUEMINE,IBERVILLE,LA,70764-6501,5,Open,,Y,Y,401,No,,No,
20126,BREAUX BRIDGE LA,402,WM Supercenter,Retail,1,1932 REES ST,BREAUX BRIDGE,ST. MARTIN,LA,70517-4212,5,Open,,Y,Y,402,No,Available,Yes,Available
20133,RUSSELVILLE AL,403,WM Supercenter,Retail,1,13675 HIGHWAY 43,RUSSELLVILLE,FRANKLIN,AL,35653-2831,5,Open,,Y,Y,403,No,,No,Not Available
20140,SAN MARCOS TX,404,WM Supercenter,Retail,1,1015 HIGHWAY 80,SAN MARCOS,HAYS,TX,78666-8111,5,Open,,Y,Y,404,No,Available,No,Available
20142,"WHOLESALE TRADING CENTER-LINDEN, NJ",4041,Sam's Club,Wholesale,1,1900 EAST LINDEN AVENUE,LINDEN,UNION,NJ,07036-1133,2,Open,,Y,Y,4041,,,,
20146,GARLAND 78 & MILLER TX,4046,Neighborhood Market,Retail,1,1855 S GARLAND AVE,GARLAND,DALLAS,TX,75040-0000,2,Open,,Y,Y,4046,No,Not Available,Yes,Not Available
20148,ASCENSION PARISH EAST LA,4048,Neighborhood Market,Retail,1,40567 LA HWY 42,PRAIRIEVILLE,ASCENSION,LA,70769-0000,2,Open,,Y,Y,4048,No,Not Available,Yes,Not Available
20149,OLYMPIA FIELDS IL,4049,WM Supercenter,Retail,1,21000 WESTERN AVE,OLYMPIA FIELDS,COOK,IL,60461-1900,2,Open,,Y,Y,4049,No,Available,No,Available
20150,LEESVILLE LA,405,WM Supercenter,Retail,1,2204 S 5TH ST,LEESVILLE,VERNON,LA,71446-5318,5,Open,,Y,Y,405,No,,Yes,Available
20153,INDIANAPOLIS N. MICHIGAN RD. IN,4053,Neighborhood Market,Retail,1,5555 MICHIGAN ROAD,INDIANAPOLIS,MARION,IN,46228-0000,2,Open,,Y,Y,4053,No,,No,
20154,INDIANAPOLIS KENTUCKY AVE. IN,4054,Neighborhood Market,Retail,1,4837 KENTUCKY AVENUE,INDIANAPOLIS,MARION,IN,46221-0000,2,Open,,Y,Y,4054,No,,No,Available
20155,SAN ANTONIO UNIVERSAL CITY TX,4055,WM Supercenter,Retail,1,510 KITTY HAWK RD.,UNIVERSAL CITY,BEXAR,TX,78148-0000,2,Open,,Y,Y,4055,No,,No,Available
20156,SAN ANTONIO KITTY HAWK & TOEPPERWEIN TX,4056,Neighborhood Market,Retail,1,10781 TOEPPERWEIN ROAD,CONVERSE,BEXAR,TX,78109-0000,2,Open,,Y,Y,4056,No,Available,No,Available
20157,JOPLIN 7TH MO,4057,Neighborhood Market,Retail,1,1600 EAST 7TH ST,JOPLIN,JASPER,MO,64801-0000,2,Open,,Y,Y,4057,No,Not Available,No,Not Available
20159,MORENO VALLEY S CA LND,4059,WM Supercenter,Retail,1,TBA 4059,MORENO VALLEY,RIVERSIDE,CA,92555-0000,0,Open,N,Y,Y,4059,,,,
20160,"SMYRNA, TN",406,WM Supercenter,Retail,1,570 ENON SPRINGS RD E,SMYRNA,RUTHERFORD,TN,37167-4409,5,Open,,Y,Y,406,No,Available,No,Available
20164,IONA FT MYERS FL,4063,WM Supercenter,Retail,1,17105 SAN CARLOS BLVD,FORT MYERS BEACH,LEE,FL,33931-5336,2,Open,,Y,Y,4063,No,,No,
20165,VIRGINIA BEACH FX VA,4064,WM Supercenter,Retail,1,4821 VIRGINIA BEACH BLVD.,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23462-0000,2,Open,,Y,Y,4064,No,Not Available,No,Not Available
20166,WILMINGTON BAYSHORE NC,4065,WM Supercenter,Retail,1,8035 MARKET STREET,WILMINGTON,NEW HANOVER,NC,28411-0000,2,Open,,Y,Y,4065,No,Available,Yes,Available
20169,SPANISH FORK UT,4068,WM Supercenter,Retail,1,1206 N. CANYON CREEK PARKWAY,SPANISH FORK,UTAH,UT,84660-0000,2,Open,,Y,Y,4068,No,Available,No,Available
20171,KILLEEN TX,407,WM Supercenter,Retail,1,1400 LOWES BLVD,KILLEEN,BELL,TX,76542-5201,5,Open,,Y,Y,407,No,Available,Yes,Available
20178,"PORT ARTHUR, TX",408,WM Supercenter,Retail,1,8585 MEMORIAL BLVD,PORT ARTHUR,JEFFERSON,TX,77640-7012,5,Open,,Y,Y,408,No,Not Available,No,Not Available
20186,HALEYVILLE AL,409,WM Supercenter,Retail,1,42466 HIGHWAY 195,HALEYVILLE,WINSTON,AL,35565-7052,5,Open,,Y,Y,409,No,,Yes,
20191,BARTLESVILLE OK,41,WM Supercenter,Retail,1,4000 SE GREEN COUNTRY RD,BARTLESVILLE,WASHINGTON,OK,74006-5000,5,Open,,Y,Y,41,No,,No,Available
20192,MURRAY KY,410,WM Supercenter,Retail,1,809 N 12TH ST,MURRAY,CALLOWAY,KY,42071-1648,5,Open,,Y,Y,410,No,,No,Available
20193,PROVO UNIVERSITY UT,4100,Neighborhood Market,Retail,1,2255 N UNIVERSITY PARKWAY,PROVO,UTAH,UT,84604-0000,2,Open,,Y,Y,4100,No,,No,
20194,LONG BEACH NW CA,4101,WM Supercenter,Retail,1,3705 E SOUTH ST,LONG BEACH,LOS ANGELES,CA,90805-4521,2,Open,,Y,Y,4101,No,,No,
20195,CASTROVILLE TX,4102,WM Supercenter,Retail,1,1151 US HWY 90 E,CASTROVILLE,MEDINA,TX,78009-0000,2,Open,,Y,Y,4102,No,,Yes,
20196,DEVINE TX,4103,WM Supercenter,Retail,1,175 INTERSTATE 35 N,DEVINE,MEDINA,TX,78016-4466,2,Open,,Y,Y,4103,No,,No,
20197,DENTON TEASLEY TX,4104,Neighborhood Market,Retail,1,3930 TEASLEY LN,DENTON,DENTON,TX,76210-0000,2,Open,,Y,Y,4104,No,,No,Available
20198,EL PASO REDD & DONIPHAN TX,4105,Neighborhood Market,Retail,1,101 E. REDD RD,EL PASO,EL PASO,TX,79932-0000,2,Open,,Y,Y,4105,No,,Yes,Available
20200,SPRINGDALE ELM SPRINGS AR,4108,WM Supercenter,Retail,1,4870 ELM SPRINGS ROAD,SPRINGDALE,WASHINGTON,AR,72762-0000,2,Open,,Y,Y,4108,No,Available,Yes,Available
20201,BOSSIER CITY LA,4109,Sam's Club,Wholesale,1,2861 BEENE BLVD,BOSSIER CITY,BOSSIER,LA,71111-0000,2,Open,,Y,Y,4109,Yes,,Yes,
20202,HOUSTON MS EF,411,Wal-Mart,Retail,1,660 E MADISON ST,HOUSTON,CHICKASAW,MS,38851-2411,2,Open,,Y,Y,411,No,Available,No,Available
20204,RICHMOND TX,4111,WM Supercenter,Retail,1,26824 F.M. 1093,RICHMOND,FORT BEND,TX,77406-0000,2,Open,,Y,Y,4111,No,Not Available,No,Not Available
20205,BROWNSVILLE N TX,4112,WM Supercenter,Retail,1,2205 E. RUBEN TORRES SR. BLVD,BROWNSVILLE,CAMERON,TX,78526-0000,2,Open,,Y,Y,4112,Yes,,Yes,
20207,LONGVIEW GILMER RD TX,4114,Neighborhood Market,Retail,1,3812 GILMER RD,LONGVIEW,GREGG,TX,75604-0000,2,Open,,Y,Y,4114,No,Not Available,No,Not Available
20208,SAN ANTONIO CIBOLO TX,4115,WM Supercenter,Retail,1,602 CIBOLO VALLEY DRIVE,CIBOLO,GUADALUPE,TX,78108-0000,2,Open,,Y,Y,4115,No,Available,No,Available
20211,SHEPHERDSVILLE KY,4118,WM Supercenter,Retail,1,545 CONESTOGA PARKWAY LOT 1,SHEPHERDSVILLE,BULLITT,KY,40165-0000,2,Open,,Y,Y,4118,No,Available,No,Available
20213,ATHENS TX,412,WM Supercenter,Retail,1,1405 E TYLER ST,ATHENS,HENDERSON,TX,75751-4613,5,Open,,Y,Y,412,No,,Yes,Available
20220,Woodland CA,4127,Neighborhood Market,Retail,1,215 CALIFORNIA ST,WOODLAND,YOLO,CA,95695-0000,2,Open,,Y,Y,4127,No,,No,
20221,Russellville AR,4128,Neighborhood Market,Retail,1,2109 W MAIN ST,RUSSELLVILLE,POPE,AR,72801-0000,2,Open,,Y,Y,4128,No,,Yes,Available
20222,Ponchatoula LA,4129,WM Supercenter,Retail,1,1331 HWY 51,PONCHATOULA,TANGIPAHOA,LA,70454-0000,2,Open,,Y,Y,4129,No,Available,Yes,Available
20223,PORT ISABEL TX,413,WM Supercenter,Retail,1,1401 STATE HIGHWAY 100,PORT ISABEL,CAMERON,TX,78578-2480,5,Open,,Y,Y,413,No,,Yes,
20224,Kyle TX,4130,WM Supercenter,Retail,1,5754 KYLE PARKWAY,KYLE,HAYS,TX,78640-0000,2,Open,,Y,Y,4130,No,Available,No,Available
20225,San Antonio Culebra TX,4131,WM Supercenter,Retail,1,9427 CULEBRA RD,SAN ANTONIO,BEXAR,TX,78251-0000,2,Open,,Y,Y,4131,No,,No,
20226,Downey CA,4132,WM Supercenter,Retail,1,9001 APOLLO WAY,DOWNEY,LOS ANGELES,CA,90242-0000,2,Open,,Y,Y,4132,No,Available,No,
20228,Stanton Beach CA,4134,Neighborhood Market,Retail,1,12840 BEACH BLVD,STANTON,ORANGE,CA,90680-4005,2,Open,,Y,Y,4134,No,,No,
20231,Tacoma WA,4137,WM Supercenter,Retail,1,1965 S. UNION AVE,TACOMA,PIERCE,WA,98405-1017,2,Open,,Y,Y,4137,No,Available,No,Available
20232,Omaha 132nd & W Maple Rd NE,4138,Neighborhood Market,Retail,1,13105 BIRCH DR,OMAHA,DOUGLAS,NE,68164-5222,2,Open,,Y,Y,4138,No,,No,
20233,Omaha Saddlecreek & Davenport NE,4139,Neighborhood Market,Retail,1,360 NORTH SADDLECREEK ROAD,OMAHA,DOUGLAS,NE,68131-0000,2,Open,,Y,Y,4139,No,,Yes,
20234,WICHITA FALLS TX,414,WM Supercenter,Retail,1,5131 GREENBRIAR RD,WICHITA FALLS,WICHITA,TX,76302-4151,5,Open,,Y,Y,414,No,Available,No,Available
20235,Miami Flagami FL,4140,Neighborhood Market,Retail,1,6991 SW 8TH ST,MIAMI,MIAMI-DADE,FL,33144-4743,2,Open,,Y,Y,4140,No,Available,No,Available
20236,Largo Starkey FL,4141,Neighborhood Market,Retail,1,9020 ULMERTON ROAD,LARGO,PINELLAS,FL,33771-0000,2,Open,,Y,Y,4141,No,,Yes,
20237,Orlando Pershing FL,4142,Neighborhood Market,Retail,1,4520 S SEMORAN BLVD,ORLANDO,ORANGE,FL,32822-4006,2,Open,,Y,Y,4142,No,,No,
20239,Augusta Wrightsbro GA,4144,WM Supercenter,Retail,1,3338 WRIGHTSBORO ROAD,AUGUSTA,RICHMOND,GA,30909-0000,2,Open,,Y,Y,4144,No,,No,Available
20240,Greer Middleton SC,4145,Neighborhood Market,Retail,1,805 W WADE HAMPTON BLVD STE B,GREER,SPARTANBURG,SC,29650-1311,2,Open,,Y,Y,4145,No,,No,
20242,Morrisville Davis NC,4147,Neighborhood Market,Retail,1,3560 DAVIS DR,MORRISVILLE,WAKE,NC,27560-8819,2,Open,,Y,Y,4147,No,,No,
20243,Charlotte Harris NC,4148,Neighborhood Market,Retail,1,8800 EAST W T HARRIS BLVD,CHARLOTTE,MECKLENBURG,NC,28227-0000,2,Open,,Y,Y,4148,No,,No,
20245,ST MARTINVILLE LA,415,WM Supercenter,Retail,1,123 SAINT NAZAIRE RD,BROUSSARD,ST. MARTIN,LA,70518-4202,5,Open,,Y,Y,415,No,Available,Yes,Available
20249,Old Bridge NJ,4153,WM Supercenter,Retail,1,2825 HIGHWAY ROUTE 18,OLD BRIDGE,MIDDLESEX,NJ,08857-0000,2,Open,,Y,Y,4153,No,Available,No,Available
20252,Derby VT,4156,WM Supercenter,Retail,1,115 SEYMOUR DRIVE,DERBY,ORLEANS,VT,05829-0000,2,Open,,Y,Y,4156,No,,Yes,
20253,Cary High House NC,4157,Neighborhood Market,Retail,1,2750 NC 55 HWY,CARY,WAKE,NC,27519-6205,2,Open,,Y,Y,4157,No,Available,No,Available
20255,Orlando Boggy Creek FL,4159,Neighborhood Market,Retail,1,2850 E OSCEOLA PARKWAY,KISSIMMEE,OSCEOLA,FL,34743-0000,2,Open,,Y,Y,4159,No,Not Available,No,Not Available
20256,MURFREESBORO S TN,416,WM Supercenter,Retail,1,140 JOE B JACKSON PARKWAY,MURFREESBORO,RUTHERFORD,TN,37127-0000,2,Open,,Y,Y,416,No,Available,Yes,Available
20257,Orlando Columbia FL,4160,Neighborhood Market,Retail,1,1101 S. GOLDWYN,ORLANDO,ORANGE,FL,32805-0000,2,Open,,Y,Y,4160,No,Available,No,Available
20258,Miami Foutainbleau FL,4161,WM Supercenter,Retail,1,9191 W. FLAGLER ST,MIAMI,MIAMI-DADE,FL,33174-0000,2,Open,,Y,Y,4161,No,,No,
20259,San Antonio Wurzbach TX,4162,WM Supercenter,Retail,1,12639 BLANCO RD,SAN ANTONIO,BEXAR,TX,78231-0000,2,Open,,Y,Y,4162,No,,Yes,Available
20260,Cedar Park E TX,4163,WM Supercenter,Retail,1,2801 EAST WHITESTONE BOULEVARD,CEDAR PARK,WILLIAMSON,TX,78613-0000,2,Open,,Y,Y,4163,No,Available,No,Available
20261,Kaufman TX,4164,WM Supercenter,Retail,1,300 KINGS FORT PARKWAY,KAUFMAN,KAUFMAN,TX,75142-0000,2,Open,,Y,Y,4164,No,,No,Not Available
20262,Fort Worth Jacksboro & River Oaks TX,4165,WM Supercenter,Retail,1,2245 JACKSBORO HWY,FORT WORTH,TARRANT,TX,76114-2319,2,Open,,Y,Y,4165,No,Available,Yes,Available
20263,Sweetwater TN,4166,WM Supercenter,Retail,1,935 STATE HWY 11 SOUTH,SWEETWATER,MONROE,TN,37874-0000,2,Open,,Y,Y,4166,No,,No,Available
20265,Beebe AR,4168,WM Supercenter,Retail,1,2003 W. CENTER ST,BEEBE,WHITE,AR,72012-0000,2,Open,,Y,Y,4168,No,,Yes,Available
20266,El Cajon 2nd st CA,4169,Neighborhood Market,Retail,1,300 NORTH SECOND STREET,EL CAJON,SAN DIEGO,CA,92021-0000,2,Open,,Y,Y,4169,No,Available,No,Available
20267,SULPHUR SPRINGS TX,417,WM Supercenter,Retail,1,1750 S BROADWAY ST,SULPHUR SPRINGS,HOPKINS,TX,75482-4902,5,Open,,Y,Y,417,No,,No,Available
20269,Garden Grove CA,4171,WM Supercenter,Retail,1,11822 GILBERT ST,GARDEN GROVE,ORANGE,CA,92841-2720,2,Open,,Y,Y,4171,No,Available,No,Available
20272,San Jose Sun Garden Center CA,4174,Neighborhood Market,Retail,1,1450 MONTEREY RD,SAN JOSE,SANTA CLARA,CA,95112-0000,2,Open,,Y,Y,4174,No,,No,
20274,Sherwood OR,4176,WM Supercenter,Retail,1,21320 SW LANGER FARMS PKWY,SHERWOOD,WASHINGTON,OR,97140-0000,2,Open,,Y,Y,4176,No,Available,No,Available
20275,LINCOLNWOOD DRIVE 2.0,4177,WM ONLINE PICKUP/DELIVERY,Retail,1,6840 N MCCORMICK BLVD,LINCOLNWOOD,COOK,IL,60712-2703,2,Open,,Y,Y,4177,No,Not Available,No,
20276,Springfield OR,4178,Neighborhood Market,Retail,1,2730 GATEWAY STREET,SPRINGFIELD,LANE,OR,97477-0000,2,Open,,Y,Y,4178,No,,No,
20278,FAIRBURY NE,418,WM Supercenter,Retail,1,2831 HIGHWAY 15,FAIRBURY,JEFFERSON,NE,68352-1008,5,Open,,Y,Y,418,No,,No,
20279,Nampa Roosevelt ID,4180,Neighborhood Market,Retail,1,175 S MIDDLETON RD,NAMPA,CANYON,ID,83651-0000,2,Open,,Y,Y,4180,No,,No,Available
20281,PLANO PARKER & PRESTON TX,4182,Neighborhood Market,Retail,1,3312 PRESTON ROAD,PLANO,COLLIN,TX,75093-0000,2,Open,,Y,Y,4182,No,,No,Not Available
20282,BRYAN WEST TX,4183,WM Supercenter,Retail,1,643 N HARVEY MITCHELL PARKWAY,BRYAN,BRAZOS,TX,77807-0000,2,Open,,Y,Y,4183,No,Available,No,Available
20283,LEVITTOWN NY,4184,Neighborhood Market,Retail,1,3335 HEMPSTEAD TPKE,LEVITTOWN,NASSAU,NY,11756-1310,2,Open,,Y,Y,4184,No,,No,
20284,SUWANEE N GA,4185,WM Supercenter,Retail,1,2395 PEACHTREE PKWY,CUMMING,FORSYTH,GA,30041-0000,2,Open,,Y,Y,4185,No,Available,Yes,Available
20286,FLORENCE NW AL,4187,WM Supercenter,Retail,1,2701 CLOVERDALE ROAD,FLORENCE,LAUDERDALE,AL,35633-0000,2,Open,,Y,Y,4187,No,Available,No,Available
20287,FLORENCE SW AL,4188,Neighborhood Market,Retail,1,1410 FLORENCE BLVD,FLORENCE,LAUDERDALE,AL,35630-2700,2,Open,,Y,Y,4188,No,,No,
20288,HELENA WYNDHAM AL,4189,Neighborhood Market,Retail,1,335 HELENA MARKETPLACE,HELENA,SHELBY,AL,35080-0000,2,Open,,Y,Y,4189,No,Available,No,Available
20289,PRATT KS,419,WM Supercenter,Retail,1,2003 E 1ST ST,PRATT,PRATT,KS,67124-8460,5,Open,,Y,Y,419,No,,Yes,
20291,RICHMOND REYNOLDS VA,4191,WM Supercenter,Retail,1,6920 FOREST AVENUE,RICHMOND,HENRICO,VA,23230-0000,2,Open,,Y,Y,4191,Yes,Available,Yes,Available
20293,TYLER TX,4193,Neighborhood Market,Retail,1,1900 ESE LOOP 323,TYLER,SMITH,TX,75703-0000,2,Open,,Y,Y,4193,No,Available,No,Available
