CountyFIPS,state,county,veg_acrespth12
40033,OK,Cotton,6.1838894
40037,OK,Creek,.90311289
40041,OK,Delaware,16.842665
40043,OK,Dewey,.62695926
40047,OK,Garfield,.13049932
40049,OK,Garvin,3.0065265
40051,OK,Grady,3.4112325
40061,OK,Haskell,.23315458
40063,OK,Hughes,1.4500109
40067,OK,Jefferson,323.59445
40069,OK,Johnston,2.2766597
40071,OK,Kay,.26263377
40073,OK,Kingfisher,4.866991
40079,OK,Le Flore,155.03023
40081,OK,Lincoln,.61380178
40083,OK,Logan,2.2209501
40085,OK,Love,1.9855784
40087,OK,McClain,2.4447129
40089,OK,McCurtain,5.5378318
40091,OK,McIntosh,7.4074073
40093,OK,Major,7.5629158
40095,OK,Marshall,1.1941425
40097,OK,Mayes,.65671062
40099,OK,Murray,2.2745616
40101,OK,Muskogee,7.5138936
40103,OK,Noble,1.0423906
40107,OK,Okfuskee,22.124613
40109,OK,Oklahoma,.024235047
40111,OK,Okmulgee,.58055884
40113,OK,Osage,1.3746277
40119,OK,Payne,1.0444663
40121,OK,Pittsburg,1.1306449
40123,OK,Pontotoc,1.3671259
40125,OK,Pottawatomie,.38197637
40127,OK,Pushmataha,.44539461
40131,OK,Rogers,.31667045
40133,OK,Seminole,.66734707
40139,OK,Texas,.55811357
40143,OK,Tulsa,.33668721
40145,OK,Wagoner,3.6924472
40147,OK,Washington,.019334506
40151,OK,Woods,.33967391
40153,OK,Woodward,.4363848
41001,OR,Baker,233.56477
41003,OR,Benton,68.277786
41005,OR,Clackamas,9.7055473
41007,OR,Clatsop,.026771611
41009,OR,Columbia,.24377857
41011,OR,Coos,.31867939
41015,OR,Curry,.31479067
41017,OR,Deschutes,.4018572
41023,OR,Grant,0
41025,OR,Harney,0
41027,OR,Hood River,2.2547417
41029,OR,Jackson,1.2940059
41033,OR,Josephine,1.90842
41035,OR,Klamath,86.003937
41041,OR,Lincoln,.34657541
41043,OR,Linn,46.984177
41045,OR,Malheur,564.46027
41047,OR,Marion,78.175934
41049,OR,Morrow,1920.5911
41051,OR,Multnomah,3.391813
41055,OR,Sherman,0
41057,OR,Tillamook,1.2629253
41059,OR,Umatilla,535.59729
41063,OR,Wallowa,14.8246
41065,OR,Wasco,.7067138
41067,OR,Washington,6.43328
41069,OR,Wheeler,0
41071,OR,Yamhill,39.705387
42001,PA,Adams,10.642696
42003,PA,Allegheny,.65237826
42005,PA,Armstrong,2.5155025
42007,PA,Beaver,1.4330097
42009,PA,Bedford,4.6986389
42011,PA,Berks,2.7375
42013,PA,Blair,4.8025823
42015,PA,Bradford,3.0559137
42017,PA,Bucks,2.2149684
42019,PA,Butler,6.6663427
42021,PA,Cambria,15.712873
42023,PA,Cameron,1.8189167
42025,PA,Carbon,5.3270926
42027,PA,Centre,13.943878
42029,PA,Chester,2.3024004
42031,PA,Clarion,12.631899
42033,PA,Clearfield,.44173405
42035,PA,Clinton,4.5033712
42037,PA,Columbia,61.384628
42039,PA,Crawford,5.167222
42041,PA,Cumberland,4.0846701
42043,PA,Dauphin,1.2371104
42047,PA,Elk,4.2048688
42049,PA,Erie,8.0049524
42051,PA,Fayette,4.3545651
42053,PA,Forest,.91371882
42055,PA,Franklin,7.5716605
42057,PA,Fulton,1.8290205
42059,PA,Greene,2.285264
42061,PA,Huntingdon,7.9933968
42063,PA,Indiana,10.971449
42065,PA,Jefferson,2.7424138
42067,PA,Juniata,7.6682191
42069,PA,Lackawanna,3.9211664
42071,PA,Lancaster,11.651631
42073,PA,Lawrence,2.3736293
42075,PA,Lebanon,6.0282745
42077,PA,Lehigh,4.7110343
42079,PA,Luzerne,4.5755272
42081,PA,Lycoming,9.9391375
42083,PA,McKean,.85559022
42085,PA,Mercer,6.1993818
42087,PA,Mifflin,3.8858168
42089,PA,Monroe,1.4592565
42091,PA,Montgomery,.87933695
42093,PA,Montour,12.493916
42095,PA,Northampton,1.8744361
42097,PA,Northumberland,16.388239
42099,PA,Perry,5.1593723
42101,PA,Philadelphia,.0058042649
42105,PA,Potter,203.05318
42107,PA,Schuylkill,18.710497
42109,PA,Snyder,30.682247
42111,PA,Somerset,4.67659
42113,PA,Sullivan,5.4238338
42115,PA,Susquehanna,2.1036394
42117,PA,Tioga,4.2232704
42119,PA,Union,8.4856539
42121,PA,Venango,2.1935484
42123,PA,Warren,3.6616712
42125,PA,Washington,3.1856301
42127,PA,Wayne,2.6499546
42129,PA,Westmoreland,2.8520145
42131,PA,Wyoming,15.16327
42133,PA,York,4.9699316
44001,RI,Bristol,3.7787213
44003,RI,Kent,.44278115
44005,RI,Newport,11.975687
44007,RI,Providence,1.1681519
44009,RI,Washington,3.4235177
45001,SC,Abbeville,2.4350326
45003,SC,Aiken,3.0378382
45005,SC,Allendale,72.336166
45007,SC,Anderson,1.4312725
45009,SC,Bamberg,175.64745
45011,SC,Barnwell,34.994839
45013,SC,Beaufort,12.816225
45015,SC,Berkeley,.43267658
45019,SC,Charleston,3.0044835
45021,SC,Cherokee,2.011061
45023,SC,Chester,5.4500918
45025,SC,Chesterfield,20.088511
45027,SC,Clarendon,52.232052
45029,SC,Colleton,59.617546
45031,SC,Darlington,3.4631019
45033,SC,Dillon,3.9663653
45035,SC,Dorchester,1.8258299
45037,SC,Edgefield,10.93311
45041,SC,Florence,5.1735754
45043,SC,Georgetown,1.3779593
45045,SC,Greenville,1.8294381
45047,SC,Greenwood,.34334272
45049,SC,Hampton,5.4035797
45051,SC,Horry,2.9210188
45055,SC,Kershaw,1.6387649
45057,SC,Lancaster,.64419156
45059,SC,Laurens,1.3736886
45061,SC,Lee,5.2462525
45063,SC,Lexington,25.187742
45067,SC,Marion,2.0688591
45069,SC,Marlboro,2.2732117
45071,SC,Newberry,1.4369346
45073,SC,Oconee,2.519702
45075,SC,Orangeburg,6.597302
45077,SC,Pickens,1.7214005
45079,SC,Richland,.15498401
45081,SC,Saluda,21.535534
45083,SC,Spartanburg,1.0260925
45085,SC,Sumter,2.2947028
45087,SC,Union,.95666653
45089,SC,Williamsburg,21.891731
45091,SC,York,.95925105
46003,SD,Aurora,0
46005,SD,Beadle,.55438519
46007,SD,Bennett,0
46009,SD,Bon Homme,0
46011,SD,Brookings,1.3454423
46017,SD,Buffalo,0
46019,SD,Butte,4.2960358
46021,SD,Campbell,0
46027,SD,Clay,1.55962
46029,SD,Codington,.43481413
46031,SD,Corson,0
46033,SD,Custer,0
46037,SD,Day,0
46039,SD,Deuel,1.8298261
46041,SD,Dewey,0
46043,SD,Douglas,0
46045,SD,Edmunds,0
46049,SD,Faulk,0
46053,SD,Gregory,0
46055,SD,Haakon,0
46059,SD,Hand,0
46061,SD,Hanson,5.0280981
46063,SD,Harding,0
46067,SD,Hutchinson,2.4934201
46069,SD,Hyde,0
46071,SD,Jackson,0
46073,SD,Jerauld,0
46075,SD,Jones,0
46077,SD,Kingsbury,0
46081,SD,Lawrence,1.1886708
46083,SD,Lincoln,1.1172029
46085,SD,Lyman,0
46087,SD,McCook,5.1748753
46089,SD,McPherson,0
46091,SD,Marshall,0
46093,SD,Meade,0
46095,SD,Mellette,0
46097,SD,Miner,0
46099,SD,Minnehaha,.42750877
46103,SD,Pennington,.066933125
46105,SD,Perkins,0
46107,SD,Potter,0
46109,SD,Roberts,.77294683
46111,SD,Sanborn,157.48709
46117,SD,Stanley,0
46121,SD,Todd,0
46123,SD,Tripp,.18238191
46127,SD,Union,0
46137,SD,Ziebach,0
47001,TN,Anderson,.305226
47003,TN,Bedford,.57360953
47005,TN,Benton,.55015588
47007,TN,Bledsoe,77.115593
47009,TN,Blount,3.306505
47011,TN,Bradley,1.1558752
47013,TN,Campbell,1.9535596
47015,TN,Cannon,1.8775275
47017,TN,Carroll,.2446868
47019,TN,Carter,.85437298
47021,TN,Cheatham,1.1717656
47023,TN,Chester,1.6850668
47025,TN,Claiborne,1.7337579
47027,TN,Clay,0
47029,TN,Cocke,18.103374
47031,TN,Coffee,1.6
47033,TN,Crockett,23.543905
47037,TN,Davidson,.23101161
47039,TN,Decatur,3.6026764
47041,TN,DeKalb,1.5870497
47043,TN,Dickson,1.2960341
47047,TN,Fayette,1.579697
47049,TN,Fentress,53.183773
47051,TN,Franklin,.80963713
47053,TN,Gibson,2.3760142
47055,TN,Giles,.48399365
47057,TN,Grainger,19.484823
47059,TN,Greene,4.3121657
47061,TN,Grundy,1.8344585
47065,TN,Hamilton,.11279761
47067,TN,Hancock,6.7405634
47069,TN,Hardeman,2.3752968
47071,TN,Hardin,.80725765
47073,TN,Hawkins,2.1566582
47075,TN,Haywood,1.8077239
47077,TN,Henderson,1.7841213
47079,TN,Henry,2.2254505
47081,TN,Hickman,.91127497
47085,TN,Humphreys,1.3661948
47087,TN,Jackson,1.2172854
47089,TN,Jefferson,7.0378089
47091,TN,Johnson,1.9864261
47093,TN,Knox,.1995026
47095,TN,Lake,0
47097,TN,Lauderdale,20.53581
47099,TN,Lawrence,6.9981499
47101,TN,Lewis,.16799664
47103,TN,Lincoln,16.149292
47105,TN,Loudon,.281277
47107,TN,McMinn,1.2965469
47109,TN,McNairy,1.4140488
47111,TN,Macon,1.2439469
47113,TN,Madison,.44667783
47117,TN,Marshall,.58177119
47119,TN,Maury,.36584473
47121,TN,Meigs,2.9955494
47123,TN,Monroe,.15502846
47125,TN,Montgomery,.3831397
47127,TN,Moore,3.1471283
47129,TN,Morgan,.91132778
47131,TN,Obion,2.2962112
47135,TN,Perry,1.0204082
47137,TN,Pickett,.98561007
47139,TN,Polk,2.1090691
47141,TN,Putnam,.83175391
47143,TN,Rhea,24.403841
47145,TN,Roane,1.739228
47147,TN,Robertson,4.4377813
47149,TN,Rutherford,.25880387
47153,TN,Sequatchie,.41594455
47155,TN,Sevier,.42191353
47157,TN,Shelby,.04682485
47159,TN,Smith,3.764509
47161,TN,Stewart,1.2750319
47163,TN,Sullivan,.22344799
47165,TN,Sumner,.66192091
47167,TN,Tipton,1.7677873
47169,TN,Trousdale,0
47171,TN,Unicoi,.65814734
47173,TN,Union,1.5696944
47175,TN,Van Buren,0
47177,TN,Warren,2.8912632
47179,TN,Washington,6.972518
47181,TN,Wayne,.82411116
47183,TN,Weakley,2.5301898
47185,TN,White,2.6067622
47187,TN,Williamson,.98440498
47189,TN,Wilson,1.4356959
48001,TX,Anderson,4.7922773
48003,TX,Andrews,0
48005,TX,Angelina,1.0956028
48007,TX,Aransas,.16886187
48011,TX,Armstrong,0
48013,TX,Atascosa,32.786533
48015,TX,Austin,4.2016807
48017,TX,Bailey,120.37556
48021,TX,Bastrop,2.9778597
48027,TX,Bell,.099041767
48029,TX,Bexar,1.0369676
48031,TX,Blanco,5.9310865
48033,TX,Borden,0
48037,TX,Bowie,.34406382
48039,TX,Brazoria,5.987618
48041,TX,Brazos,.13977148
48045,TX,Briscoe,0
48047,TX,Brooks,33.68597
48049,TX,Brown,2.0335402
48053,TX,Burnet,.57355237
48055,TX,Caldwell,2.299088
48057,TX,Calhoun,0
48059,TX,Callahan,.81366962
48061,TX,Cameron,13.219481
48063,TX,Camp,1.8457588
48065,TX,Carson,0
48067,TX,Cass,3.4124038
48071,TX,Chambers,0
48073,TX,Cherokee,6.67734
48077,TX,Clay,5.6099648
48081,TX,Coke,0
48083,TX,Coleman,0
48085,TX,Collin,.4131442
48089,TX,Colorado,.19331142
48091,TX,Comal,0
48093,TX,Comanche,75.763092
48095,TX,Concho,0
48097,TX,Cooke,2.088167
48101,TX,Cottle,0
48103,TX,Crane,0
48105,TX,Crockett,0
48107,TX,Crosby,0
48109,TX,Culberson,0
48111,TX,Dallam,151.08119
48113,TX,Dallas,.017504979
48117,TX,Deaf Smith,21.008619
48119,TX,Delta,1.6987542
48121,TX,Denton,.11435832
48123,TX,DeWitt,.43999022
48125,TX,Dickens,0
48129,TX,Donley,91.058243
48133,TX,Eastland,2.9875069
48135,TX,Ector,.22137362
48137,TX,Edwards,0
48139,TX,Ellis,.16907381
48141,TX,El Paso,1.4641817
48143,TX,Erath,1.5454776
48145,TX,Falls,19.483101
48147,TX,Fannin,.62329334
48153,TX,Floyd,179.57581
48155,TX,Foard,0
48157,TX,Fort Bend,.35896158
48159,TX,Franklin,1.317523
48161,TX,Freestone,1.8519471
48163,TX,Frio,551.80536
48165,TX,Gaines,293.34641
48167,TX,Galveston,.12608039
48169,TX,Garza,0
48171,TX,Gillespie,18.760681
48175,TX,Goliad,.81766146
48181,TX,Grayson,.5509823
48183,TX,Gregg,.21148184
48185,TX,Grimes,15.053361
48187,TX,Guadalupe,.40792081
48189,TX,Hale,110.68292
48191,TX,Hall,0
48193,TX,Hamilton,0
48195,TX,Hansford,0
48197,TX,Hardeman,0
48199,TX,Hardin,1.0344452
48201,TX,Harris,.099472046
48203,TX,Harrison,1.1161388
48207,TX,Haskell,0
48209,TX,Hays,.14237325
48211,TX,Hemphill,0
48213,TX,Henderson,2.6218131
48215,TX,Hidalgo,38.88578
48217,TX,Hill,1.3965684
48219,TX,Hockley,34.083046
48223,TX,Hopkins,.36725238
48229,TX,Hudspeth,739.2868
48231,TX,Hunt,1.4438612
48233,TX,Hutchinson,0
48235,TX,Irion,0
48237,TX,Jack,7.8827577
48241,TX,Jasper,4.7425098
48243,TX,Jeff Davis,0
48245,TX,Jefferson,.13922369
48247,TX,Jim Hogg,0
48251,TX,Johnson,.29988134
48253,TX,Jones,5.0861115
48257,TX,Kaufman,.4312163
48259,TX,Kendall,.16791672
48261,TX,Kenedy,0
48269,TX,King,0
48271,TX,Kinney,0
48277,TX,Lamar,.96443641
48281,TX,Lampasas,.54680121
48283,TX,La Salle,142.57675
48287,TX,Lee,3.3236644
48289,TX,Leon,7.1693153
48291,TX,Liberty,.091537967
48293,TX,Limestone,9.2706261
48295,TX,Lipscomb,0
48297,TX,Live Oak,.77067989
48301,TX,Loving,0
48303,TX,Lubbock,3.3589888
48307,TX,McCulloch,.9660669
48309,TX,McLennan,.42603669
48311,TX,McMullen,0
48319,TX,Mason,28.903162
48321,TX,Matagorda,.30092466
48323,TX,Maverick,1.0205361
48325,TX,Medina,94.490707
48327,TX,Menard,0
48331,TX,Milam,3.3964295
48337,TX,Montague,4.5065808
48339,TX,Montgomery,.078349866
48343,TX,Morris,8.7912092
48345,TX,Motley,0
48347,TX,Nacogdoches,2.0193431
48349,TX,Navarro,1.9131989
48351,TX,Newton,1.0472666
48353,TX,Nolan,0
48355,TX,Nueces,0
48357,TX,Ochiltree,0
48361,TX,Orange,.60270739
48363,TX,Palo Pinto,2.6959023
48365,TX,Panola,5.1220121
48367,TX,Parker,1.4274981
48369,TX,Parmer,469.91037
48371,TX,Pecos,62.941101
48373,TX,Polk,1.5064844
48377,TX,Presidio,15.600211
48379,TX,Rains,44.046421
48383,TX,Reagan,0
48385,TX,Real,0
48387,TX,Red River,3.0674846
48391,TX,Refugio,3.8695412
48393,TX,Roberts,0
48395,TX,Robertson,5.7125492
48397,TX,Rockwall,0
48399,TX,Runnels,1.0555609
48401,TX,Rusk,3.4735768
48403,TX,Sabine,1.4334862
48405,TX,San Augustine,1.9230769
48407,TX,San Jacinto,.92582303
48409,TX,San Patricio,.58153772
48413,TX,Schleicher,0
48417,TX,Shackelford,0
48419,TX,Shelby,26.624149
48423,TX,Smith,1.7760173
48425,TX,Somervell,2.795248
48427,TX,Starr,12.189027
48431,TX,Sterling,0
48433,TX,Stonewall,0
48435,TX,Sutton,0
48437,TX,Swisher,39.096218
48439,TX,Tarrant,.010625084
48443,TX,Terrell,0
48445,TX,Terry,66.836006
48447,TX,Throckmorton,0
48449,TX,Titus,4.2903986
48451,TX,Tom Green,.72251153
48453,TX,Travis,.042857364
48455,TX,Trinity,2.7934911
48457,TX,Tyler,5.5011654
48459,TX,Upshur,2.5034423
48461,TX,Upton,58.913776
48463,TX,Uvalde,200.07469
48465,TX,Val Verde,0
48467,TX,Van Zandt,32.904423
48469,TX,Victoria,2.9118276
48471,TX,Walker,2.0292859
48473,TX,Waller,27.493967
48475,TX,Ward,0
48477,TX,Washington,2.7449822
48481,TX,Wharton,5.6620736
48485,TX,Wichita,0
48489,TX,Willacy,24.593128
48491,TX,Williamson,.072294064
48493,TX,Wilson,21.732283
48497,TX,Wise,4.4183354
48499,TX,Wood,16.184046
48501,TX,Yoakum,267.35507
48507,TX,Zavala,283.01096
49003,UT,Box Elder,32.747097
49005,UT,Cache,6.4328089
49007,UT,Carbon,.047054395
49009,UT,Daggett,0
49011,UT,Davis,4.1846561
49013,UT,Duchesne,.57670128
49015,UT,Emery,12.085698
49019,UT,Grand,15.425817
49021,UT,Iron,6.184464
49023,UT,Juab,2.7129154
49027,UT,Millard,2.1558607
49031,UT,Piute,0
49035,UT,Salt Lake,.26579133
49037,UT,San Juan,10.386651
49039,UT,Sanpete,3.3581023
49041,UT,Sevier,2.216547
49045,UT,Tooele,.283977
49047,UT,Uintah,1.528038
49049,UT,Utah,.73875207
49051,UT,Wasatch,.11824524
49053,UT,Washington,.57400912
49055,UT,Wayne,2.5688074
49057,UT,Weber,1.7876916
50001,VT,Addison,3.7989798
50003,VT,Bennington,2.6987243
50005,VT,Caledonia,2.9591508
50007,VT,Chittenden,4.5164785
50011,VT,Franklin,4.2905111
50015,VT,Lamoille,4.6090336
50017,VT,Orange,11.121089
50019,VT,Orleans,2.5765607
50021,VT,Rutland,5.9919562
50023,VT,Washington,4.0938039
50025,VT,Windham,6.2042632
50027,VT,Windsor,2.6674728
51001,VA,Accomack,188.20917
51003,VA,Albemarle,.5198015
51005,VA,Alleghany,0
51007,VA,Amelia,1.2558869
51009,VA,Amherst,.46226385
51011,VA,Appomattox,1.4533924
51013,VA,Arlington,0
51015,VA,Augusta,2.3302128
51017,VA,Bath,8.6225481
51019,VA,Bedford,1.3594847
51021,VA,Bland,.74649149
51023,VA,Botetourt,1.7170744
51025,VA,Brunswick,2.0533881
51029,VA,Buckingham,.4691807
51031,VA,Campbell,.3825973
51033,VA,Caroline,12.560387
51035,VA,Carroll,37.210236
51037,VA,Charlotte,24.760061
51041,VA,Chesterfield,.51835692
51043,VA,Clarke,2.9417944
51045,VA,Craig,2.6933436
51047,VA,Culpeper,.92096448
51053,VA,Dinwiddie,2.9003961
51057,VA,Essex,0
51059,VA,Fairfax,.00535024
51061,VA,Fauquier,1.1247413
51063,VA,Floyd,14.570651
51065,VA,Fluvanna,.57872605
51067,VA,Franklin,.97616386
51069,VA,Frederick,.41138414
51071,VA,Giles,.58896285
51073,VA,Gloucester,.62274933
51075,VA,Goochland,1.3584411
51077,VA,Grayson,.52545154
51079,VA,Greene,1.008118
51081,VA,Greensville,2.8963284
51083,VA,Halifax,9.8362484
51085,VA,Hanover,11.181695
51087,VA,Henrico,.21842217
51089,VA,Henry,.47252727
51091,VA,Highland,.44404975
51093,VA,Isle of Wight,1.1293373
51095,VA,James City,1.3132261
51097,VA,King and Queen,6.78829
51099,VA,King George,21.702024
51101,VA,King William,3.6304457
51103,VA,Lancaster,.53437835
51105,VA,Lee,6.4230604
51107,VA,Loudoun,.60289925
51109,VA,Louisa,1.7901363
51111,VA,Lunenburg,2.2981219
51113,VA,Madison,7.5159431
51115,VA,Mathews,3.1453607
51117,VA,Mecklenburg,1.3550563
51121,VA,Montgomery,.38666123
51125,VA,Nelson,24.219118
51127,VA,New Kent,18.484674
51131,VA,Northampton,685.49908
51133,VA,Northumberland,2.8298836
51135,VA,Nottoway,3.8678586
51137,VA,Orange,.3511647
51141,VA,Patrick,21.093836
51143,VA,Pittsylvania,2.1569157
51145,VA,Powhatan,.56824237
51147,VA,Prince Edward,.43146223
51149,VA,Prince George,2.6891842
51153,VA,Prince William,.22523935
51157,VA,Rappahannock,5.9052477
51161,VA,Roanoke,2.7942867
51165,VA,Rockingham,3.3471613
51167,VA,Russell,1.0557804
51169,VA,Scott,11.715665
51171,VA,Shenandoah,2.6284909
51173,VA,Smyth,2.8864555
51175,VA,Southampton,35.352993
51177,VA,Spotsylvania,.3249352
51181,VA,Surry,7.1491098
51183,VA,Sussex,21.531502
51185,VA,Tazewell,.18080322
51191,VA,Washington,3.632731
51193,VA,Westmoreland,86.455002
51195,VA,Wise,.29347748
51197,VA,Wythe,2.6623886
51199,VA,York,.27318257
51550,VA,Chesapeake,.93764651
51650,VA,Hampton,0
51700,VA,Newport News,0
51800,VA,Suffolk,1.4312866
51810,VA,Virginia Beach,.67081267
53001,WA,Adams,1811.4124
53003,WA,Asotin,1.0969924
53005,WA,Benton,402.83347
53007,WA,Chelan,.32562241
53009,WA,Clallam,4.2740397
53011,WA,Clark,.50774658
53015,WA,Cowlitz,11.626081
53017,WA,Douglas,.25416836
53019,WA,Ferry,.51927823
53021,WA,Franklin,644.62384
53023,WA,Garfield,0
53025,WA,Grant,1109.9913
53027,WA,Grays Harbor,46.541775
53029,WA,Island,1.8422248
53031,WA,Jefferson,1.2406948
53033,WA,King,.4778021
53035,WA,Kitsap,.43569735
53037,WA,Kittitas,43.943108
53041,WA,Lewis,41.433502
53043,WA,Lincoln,238.3643
53045,WA,Mason,1.3657606
53047,WA,Okanogan,3.3680639
53053,WA,Pierce,1.997569
53055,WA,San Juan,3.1000886
53057,WA,Skagit,164.83665
53059,WA,Skamania,0
53061,WA,Snohomish,5.6492243
53063,WA,Spokane,3.2108934
53065,WA,Stevens,1.2394702
53067,WA,Thurston,1.5067339
53069,WA,Wahkiakum,1.002004
53071,WA,Walla Walla,355.44711
53073,WA,Whatcom,13.490372
53075,WA,Whitman,52.381054
53077,WA,Yakima,40.718025
54001,WV,Barbour,.23723385
54003,WV,Berkeley,1.5135943
54009,WV,Brooke,0
54011,WV,Cabell,.40246847
54013,WV,Calhoun,.65806794
54017,WV,Doddridge,2.683254
54019,WV,Fayette,.17427675
54021,WV,Gilmer,1.8235697
54023,WV,Grant,.33752427
54025,WV,Greenbrier,2.9837427
54027,WV,Hampshire,2.1540802
54029,WV,Hancock,.98850042
54033,WV,Harrison,.33247563
54035,WV,Jackson,2.2521753
54037,WV,Jefferson,2.200099
54039,WV,Kanawha,.11452249
54041,WV,Lewis,.66922188
54043,WV,Lincoln,.73940569
54045,WV,Logan,.055035774
54047,WV,McDowell,0
54049,WV,Marion,.5107702
54051,WV,Marshall,.94827324
54053,WV,Mason,5.2492476
54055,WV,Mercer,.36883801
54057,WV,Mineral,7.7369437
54059,WV,Mingo,0
54061,WV,Monongalia,.49731946
54063,WV,Monroe,6.8853188
54065,WV,Morgan,2.2922635
54067,WV,Nicholas,1.6009759
54069,WV,Ohio,.24971056
54071,WV,Pendleton,.93147039
54073,WV,Pleasants,1.9742037
54075,WV,Pocahontas,1.1485012
54077,WV,Preston,6.2842979
54079,WV,Putnam,2.2631636
54081,WV,Raleigh,.6577366
54083,WV,Randolph,1.4276488
54085,WV,Ritchie,1.26533
54087,WV,Roane,9.2529593
54089,WV,Summers,.5083884
54091,WV,Taylor,1.5886091
54093,WV,Tucker,3.1677465
54095,WV,Tyler,1.5505593
54097,WV,Upshur,1.388662
54099,WV,Wayne,.62357599
54101,WV,Webster,.66489363
54103,WV,Wetzel,.79239303
54105,WV,Wirt,.51581842
54107,WV,Wood,.32338539
54109,WV,Wyoming,0
55001,WI,Adams,1342.7054
55003,WI,Ashland,.88011569
55005,WI,Barron,217.69792
55007,WI,Bayfield,2.1862991
55009,WI,Brown,2.363272
55011,WI,Buffalo,13.264388
55013,WI,Burnett,3.3847556
55015,WI,Calumet,51.017536
55017,WI,Chippewa,4.8232532
55019,WI,Clark,4.7587266
55021,WI,Columbia,57.388378
55023,WI,Crawford,8.8870077
55025,WI,Dane,4.1819401
55027,WI,Dodge,115.3794
55029,WI,Door,315.90161
55031,WI,Douglas,.77591914
55033,WI,Dunn,90.68148
55035,WI,Eau Claire,15.699179
55037,WI,Florence,2.4630542
55039,WI,Fond du Lac,176.06229
55043,WI,Grant,1.2940415
55045,WI,Green,18.08029
55047,WI,Green Lake,555.96332
55049,WI,Iowa,103.45263
55051,WI,Iron,6.395153
55053,WI,Jackson,8.9944763
55055,WI,Jefferson,31.62149
55059,WI,Kenosha,7.4696379
55061,WI,Kewaunee,70.547676
55063,WI,La Crosse,.50537497
55065,WI,Lafayette,1.7211704
55067,WI,Langlade,963.75891
55069,WI,Lincoln,2.8787081
55071,WI,Manitowoc,63.378975
55073,WI,Marathon,36.076656
55075,WI,Marinette,62.765343
55077,WI,Marquette,162.40611
55078,WI,Menominee,0
55079,WI,Milwaukee,.1999868
55081,WI,Monroe,2.5938325
55083,WI,Oconto,83.079636
55085,WI,Oneida,54.08506
55087,WI,Outagamie,11.977889
55089,WI,Ozaukee,33.328358
55091,WI,Pepin,28.224173
55093,WI,Pierce,5.6815386
55095,WI,Polk,70.221367
55097,WI,Portage,980.78015
55099,WI,Price,.28826752
55101,WI,Racine,25.7862
55103,WI,Richland,12.69877
55105,WI,Rock,26.870384
55107,WI,Rusk,.90813833
55109,WI,St. Croix,36.517578
55111,WI,Sauk,57.031361
55113,WI,Sawyer,2.4167724
55115,WI,Shawano,15.018623
55117,WI,Sheboygan,47.995827
55119,WI,Taylor,2.1969438
55121,WI,Trempealeau,106.43513
55123,WI,Vernon,10.923897
55127,WI,Walworth,18.242685
55129,WI,Washburn,13.201945
55131,WI,Washington,14.127509
55133,WI,Waukesha,1.5202057
55135,WI,Waupaca,86.518692
55137,WI,Waushara,1117.6278
55139,WI,Winnebago,6.9880333
55141,WI,Wood,15.930845
56003,WY,Big Horn,.16970725
56007,WY,Carbon,0
56013,WY,Fremont,.85098106
56019,WY,Johnson,0
56023,WY,Lincoln,.44585633
56029,WY,Park,.27717146
56033,WY,Sheridan,.54065013
56035,WY,Sublette,0
56037,WY,Sweetwater,0
56039,WY,Teton,0
56041,WY,Uinta,0
56043,WY,Washakie,0
56045,WY,Weston,0
